,Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general
1428,ENTRE RIOS,Federación,San Jaime de la Frontera,30028090,0.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0
1429,ENTRE RIOS,Federación,San Pedro,30028100,0.0,0.0,0.0,18.0,0.0,0.0,0.0,23.0,41.0
1430,ENTRE RIOS,Federación,Santa Ana,30028110,0.0,1.0,0.0,218.0,0.0,0.0,0.0,16.0,235.0
1431,ENTRE RIOS,Federación,Villa del Rosario,30028120,0.0,4.0,0.0,269.0,0.0,0.0,0.0,140.0,413.0
1432,ENTRE RIOS,Federación,San Ramón,30028105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0
1433,ENTRE RIOS,Federal,Conscripto Bernardi,30035010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,167.0
1434,ENTRE RIOS,Federal,El Cimarrón,30035020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0
1435,ENTRE RIOS,Federal,Federal,30035030,501.0,0.0,0.0,1.0,1.1,0.0,0.0,315.0,1.92
1436,ENTRE RIOS,Federal,Nueva Vizcaya,30035040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0
1437,ENTRE RIOS,Federal,Sauce de Luna,30035050,0.0,0.0,0.0,3.0,0.0,1.0,0.0,566.0,570.0
1438,ENTRE RIOS,Feliciano,San José de Feliciano,30042010,0.0,0.0,0.0,0.0,0.0,2.0,0.0,703.0,705.0
1439,ENTRE RIOS,Feliciano,San Víctor,30042020,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,19.0
1440,ENTRE RIOS,Gualeguay,General Galarza,30049030,2.0,0.0,0.0,0.0,0.0,0.0,0.0,606.0,608.0
1441,ENTRE RIOS,Gualeguay,Gualeguay,30049040,3.72,3.88,0.0,1.0,753.0,1.0,0.0,1.36,9.72
1442,ENTRE RIOS,Gualeguaychú,Aldea San Antonio,30056010,0.0,188.0,0.0,0.0,0.0,1.0,0.0,0.0,189.0
1443,ENTRE RIOS,Gualeguaychú,Aldea San Juan,30056020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0
1444,ENTRE RIOS,Gualeguaychú,Faustino M. Parera,30056040,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1445,ENTRE RIOS,Gualeguaychú,Gilbert,30056060,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0
1446,ENTRE RIOS,Gualeguaychú,Gualeguaychú,30056070,5.71,11.37,1.0,4.64,1.0,1.0,0.0,2.11,23.82
1447,ENTRE RIOS,Gualeguaychú,Larroque,30056090,253.0,0.0,0.0,385.0,0.0,0.0,0.0,487.0,1.12
1448,ENTRE RIOS,Gualeguaychú,Pueblo General Belgrano,30056100,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,1.13
1449,ENTRE RIOS,Gualeguaychú,Urdinarrain,30056110,775.0,1.22,0.0,0.0,0.0,0.0,0.0,4.0,2.0
1450,ENTRE RIOS,Gualeguaychú,Enrique Carbó,30056030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0
1451,ENTRE RIOS,Islas del Ibicuy,Ceibas,30063020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0
1452,ENTRE RIOS,Islas del Ibicuy,Ibicuy,30063030,0.0,742.0,0.0,135.0,0.0,0.0,0.0,0.0,877.0
1453,ENTRE RIOS,Islas del Ibicuy,Médanos,30063040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,34.0
1454,ENTRE RIOS,Islas del Ibicuy,OTROS,Sin Datos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0
1455,ENTRE RIOS,Islas del Ibicuy,Villa Paranacito,30063060,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0
1456,ENTRE RIOS,La Paz,Bovril,30070010,0.0,1.11,0.0,2.0,0.0,0.0,0.0,5.0,1.11
1457,ENTRE RIOS,La Paz,La Paz,30070040,1.23,2.3,0.0,2.8,0.0,0.0,0.0,972.0,7.3
1458,ENTRE RIOS,La Paz,Piedras Blancas,30070050,0.0,65.0,0.0,1.0,0.0,0.0,0.0,4.0,70.0
1459,ENTRE RIOS,La Paz,Pueblo Arrúa (Est. Alcaraz),30070005,0.0,31.0,0.0,0.0,0.0,1.0,0.0,145.0,177.0
1460,ENTRE RIOS,La Paz,San Gustavo,30070070,0.0,0.0,0.0,32.0,0.0,0.0,0.0,195.0,227.0
1461,ENTRE RIOS,La Paz,Santa Elena,30070080,1.32,236.0,0.0,0.0,0.0,0.0,0.0,437.0,1.99
1462,ENTRE RIOS,La Paz,Colonia Avigdor,30070020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,68.0
1463,ENTRE RIOS,La Paz,El Solar,30070030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0
1464,ENTRE RIOS,Nogoyá,Aranguren,30077010,0.0,312.0,0.0,0.0,0.0,1.0,0.0,93.0,406.0
1465,ENTRE RIOS,Nogoyá,Betbeder,30077020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0
1466,ENTRE RIOS,Nogoyá,Don Cristóbal,30077030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0
1467,ENTRE RIOS,Nogoyá,Febré,30077040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
1468,ENTRE RIOS,Nogoyá,Hernández,30077050,142.0,0.0,0.0,0.0,0.0,1.0,0.0,125.0,268.0
1469,ENTRE RIOS,Nogoyá,Lucas González,30077060,499.0,0.0,0.0,0.0,1.0,0.0,0.0,197.0,697.0
1470,ENTRE RIOS,Nogoyá,Nogoyá,30077070,2.17,0.0,0.0,0.0,697.0,0.0,0.0,716.0,3.59
1471,ENTRE RIOS,Nogoyá,OTROS,Sin Datos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0
1472,ENTRE RIOS,Nogoyá,XX de Setiembre,30077080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0
1473,ENTRE RIOS,OTROS,OTROS,Sin Datos,0.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,7.2
1474,ENTRE RIOS,Paraná,Cerrito,30084050,200.0,954.0,0.0,0.0,0.0,1.0,0.0,94.0,1.25
1475,ENTRE RIOS,Paraná,Colonia Avellaneda,30084060,366.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,424.0
1476,ENTRE RIOS,Paraná,Crespo,30084070,991.0,6.03,0.0,301.0,0.0,0.0,0.0,94.0,7.42
1477,ENTRE RIOS,Paraná,Crucesitas Séptima Sección,30084095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,118.0
1478,ENTRE RIOS,Paraná,El Ramblón,30084095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0
1479,ENTRE RIOS,Paraná,Hasenkamp,30084100,0.0,845.0,0.0,2.0,0.0,1.0,0.0,224.0,1.07
1480,ENTRE RIOS,Paraná,Hernandarias,30084110,0.0,414.0,0.0,0.0,0.0,0.0,0.0,25.0,439.0
1481,ENTRE RIOS,Paraná,La Picada,30084120,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0
1482,ENTRE RIOS,Paraná,Las Tunas,30084130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0
1483,ENTRE RIOS,Paraná,María Grande,30084140,0.0,1.48,1.0,419.0,93.0,0.0,0.0,239.0,2.23
1484,ENTRE RIOS,Paraná,Oro Verde,30084150,335.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,396.0
1485,ENTRE RIOS,Paraná,OTROS,Sin Datos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0
1486,ENTRE RIOS,Paraná,Paraná,30084160,6.08,81.04,14.0,5.71,7.0,1.0,0.0,1.2,94.05
1487,ENTRE RIOS,Paraná,San Benito,30084200,137.0,1.07,0.0,0.0,0.0,0.0,0.0,184.0,1.4
1488,ENTRE RIOS,Paraná,Seguí,30084230,1.0,423.0,0.0,0.0,0.0,1.0,0.0,292.0,717.0
1489,ENTRE RIOS,Paraná,Tabossi,30084250,0.0,308.0,0.0,54.0,0.0,0.0,0.0,128.0,490.0
1490,ENTRE RIOS,Paraná,Viale,30084270,925.0,292.0,0.0,136.0,0.0,0.0,0.0,801.0,2.15
1491,ENTRE RIOS,Paraná,Villa Urquiza,30084300,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1492,ENTRE RIOS,Paraná,Pueblo Brugo,30084180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0
1493,ENTRE RIOS,Paraná,Aldea María Luisa,30084010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0
1494,ENTRE RIOS,Paraná,Aldea San Rafael,30084020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0
1495,ENTRE RIOS,Paraná,El Palenque,30084080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
1496,ENTRE RIOS,Paraná,El Pingo,30084090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0
1497,ENTRE RIOS,Paraná,Sauce Montrull,30084210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0
1498,ENTRE RIOS,San Salvador,General Campos,30088010,1.0,0.0,0.0,0.0,0.0,1.0,0.0,232.0,234.0
1499,ENTRE RIOS,San Salvador,San Salvador,30088020,458.0,0.0,0.0,720.0,1.0,0.0,0.0,2.0,1.18
1500,ENTRE RIOS,Tala,Durazno,30091020,10.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,54.0
1501,ENTRE RIOS,Tala,Gobernador Echagüe,30091040,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,22.0
1502,ENTRE RIOS,Tala,Gobernador Mansilla,30091050,0.0,0.0,0.0,0.0,160.0,0.0,0.0,21.0,181.0
1503,ENTRE RIOS,Tala,Gobernador Solá,30091060,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0
1504,ENTRE RIOS,Tala,Maciá,30091090,0.0,209.0,0.0,0.0,180.0,0.0,0.0,0.0,389.0
1505,ENTRE RIOS,Tala,Rosario del Tala,30091100,1.22,0.0,0.0,213.0,970.0,0.0,0.0,0.0,2.4
1506,ENTRE RIOS,Uruguay,1º de Mayo,30098090,0.0,0.0,0.0,26.0,0.0,0.0,0.0,152.0,178.0
1507,ENTRE RIOS,Uruguay,Basavilbaso,30098010,784.0,0.0,0.0,789.0,0.0,1.0,0.0,774.0,2.35
1508,ENTRE RIOS,Uruguay,Caseros,30098020,101.0,0.0,0.0,707.0,6.0,0.0,0.0,61.0,875.0
1509,ENTRE RIOS,Uruguay,Colonia Elía,30098030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,163.0
1510,ENTRE RIOS,Uruguay,Concepción del Uruguay,30098040,5.33,8.54,6.0,6.82,0.0,0.0,0.0,2.93,23.63
1511,ENTRE RIOS,Uruguay,Herrera,30098060,126.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,198.0
1512,ENTRE RIOS,Uruguay,Líbaros,30098080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0
1513,ENTRE RIOS,Uruguay,Pronunciamiento,30098100,0.0,0.0,0.0,31.0,0.0,0.0,0.0,194.0,225.0
1514,ENTRE RIOS,Uruguay,Rocamora,30098110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0
1515,ENTRE RIOS,Uruguay,Santa Anita,30098120,0.0,0.0,0.0,305.0,0.0,0.0,0.0,63.0,368.0
1516,ENTRE RIOS,Uruguay,Villa Mantero,30098130,40.0,0.0,0.0,196.0,0.0,1.0,0.0,38.0,275.0
1517,ENTRE RIOS,Uruguay,Villa San Justo,30098140,0.0,0.0,0.0,455.0,0.0,0.0,0.0,82.0,537.0
1518,ENTRE RIOS,Uruguay,Villa San Marcial (Est. Gobernador Urquiza),30098150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0
1519,ENTRE RIOS,Uruguay,Las Moscas,30098070,0.0,0.0,0.0,7.0,0.0,0.0,0.0,46.0,53.0
1520,ENTRE RIOS,Uruguay,Estancia San Pedro,30098030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
1521,ENTRE RIOS,Victoria,Molino Doll,30105040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0
1522,ENTRE RIOS,Victoria,Rincón de Nogoyá,30105040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0
1523,ENTRE RIOS,Victoria,Victoria,30105060,4.16,3.0,0.0,2.0,0.0,0.0,0.0,352.0,4.52
1524,ENTRE RIOS,Villaguay,Estación Raíces,30113010,34.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,39.0
1525,ENTRE RIOS,Villaguay,Ingeniero Miguel Sajaroff,30113020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0
1526,ENTRE RIOS,Villaguay,Jubileo,30113030,0.0,0.0,0.0,16.0,0.0,0.0,0.0,65.0,81.0
1527,ENTRE RIOS,Villaguay,Villa Clara,30113060,76.0,0.0,0.0,49.0,0.0,1.0,0.0,68.0,194.0
1528,ENTRE RIOS,Villaguay,Villa Domínguez,30113070,0.0,0.0,0.0,30.0,0.0,0.0,0.0,114.0,144.0
1529,ENTRE RIOS,Villaguay,Villaguay,30113080,1.38,0.0,0.0,3.36,1.0,0.0,0.0,1.27,6.0
1530,ENTRE RIOS,Villaguay,Paso de la Laguna,30113050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,39.0
1531,FORMOSA,Bermejo,Fortín Soledad,34007003,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,8.0
1532,FORMOSA,Bermejo,La Rinconada,34007007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0
1533,FORMOSA,Bermejo,Laguna Yema,34007010,0.0,0.0,0.0,0.0,0.0,2.0,0.0,76.0,78.0
1534,FORMOSA,Bermejo,Lamadrid,34007015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0
1535,FORMOSA,Bermejo,Los Chiriguanos,34007020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0
1536,FORMOSA,Bermejo,Pozo de Maza,34007030,0.0,0.0,0.0,0.0,1.0,1.0,0.0,16.0,18.0
1537,FORMOSA,Bermejo,Pozo del Mortero,34007040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0
1538,FORMOSA,Bermejo,Vaca Perdida,34007050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
1539,FORMOSA,Bermejo,Guadalcazar,34007005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0
1540,FORMOSA,Formosa,Colonia Pastoril,34014010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0
1541,FORMOSA,Formosa,Formosa,34014020,10.05,16.87,0.0,7.28,32.0,5.0,0.0,7.83,42.07
1542,FORMOSA,Formosa,Gran Guardia,34014030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0
1543,FORMOSA,Formosa,Mariano Boedo,34014040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0
1544,FORMOSA,Formosa,Mojón de Fierro,34014050,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,29.0
1545,FORMOSA,Formosa,San Hilario,34014060,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,29.0
1546,FORMOSA,Formosa,Villa del Carmen,34014070,0.0,0.0,0.0,80.0,0.0,2.0,0.0,56.0,138.0
1547,FORMOSA,Laishi,Banco Payaguá,34021010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0
1548,FORMOSA,Laishi,General Lucio Victorio Mansilla,34021020,12.0,0.0,0.0,0.0,0.0,2.0,0.0,167.0,181.0
1549,FORMOSA,Laishi,Herradura,34021030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,131.0
1550,FORMOSA,Laishi,OTROS,Sin Datos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,132.0
1551,FORMOSA,Laishi,San Francisco de Laishi,34021040,0.0,0.0,0.0,0.0,0.0,3.0,0.0,239.0,242.0
1552,FORMOSA,Laishi,Tatané,34021050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,61.0
1553,FORMOSA,Laishi,Villa Escolar,34021060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,102.0
1554,FORMOSA,Matacos,Ingeniero Guillermo N. Juárez,34028010,205.0,0.0,0.0,0.0,0.0,1.0,0.0,252.0,458.0
1555,FORMOSA,Patiño,Bartolomé de las Casas,34035010,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,7.0
1556,FORMOSA,Patiño,Comandante Fontana,34035030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,751.0,751.0
1557,FORMOSA,Patiño,Estanislao del Campo,34035050,37.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,194.0
1558,FORMOSA,Patiño,Fortín Cabo 1º Lugones,34035060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,145.0
1559,FORMOSA,Patiño,Fortín Sargento 1º Leyes,34035070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0
1560,FORMOSA,Patiño,Ibarreta,34035080,236.0,0.0,0.0,0.0,1.0,3.0,0.0,518.0,758.0
1561,FORMOSA,Patiño,Juan G. Bazán,34035090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0
1562,FORMOSA,Patiño,Las Lomitas,34035100,460.0,0.0,0.0,1.53,1.0,5.0,0.0,232.0,2.22
1563,FORMOSA,Patiño,OTROS,Sin Datos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0
1564,FORMOSA,Patiño,Posta Cambio Zalazar,34035110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0
1565,FORMOSA,Patiño,Pozo del Tigre,34035120,34.0,0.0,0.0,200.0,0.0,1.0,0.0,190.0,425.0
1566,FORMOSA,Patiño,San Martín II,34035140,0.0,0.0,0.0,1.0,0.0,0.0,0.0,369.0,370.0
1567,FORMOSA,Patiño,Subteniente Perín,34035150,0.0,0.0,0.0,0.0,0.0,1.0,0.0,71.0,72.0
1568,FORMOSA,Patiño,Villa General Güemes,34035160,0.0,0.0,0.0,2.0,1.0,0.0,0.0,446.0,449.0
1569,FORMOSA,Patiño,Villa General Manuel Belgrano,34035170,0.0,0.0,0.0,1.0,0.0,0.0,0.0,448.0,449.0
1570,FORMOSA,Patiño,San Martín I,34035130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
1571,FORMOSA,Pilagás,Buena Vista,34042010,0.0,0.0,0.0,3.0,0.0,0.0,0.0,412.0,415.0
1572,FORMOSA,Pilagás,El Espinillo,34042020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0
1573,FORMOSA,Pilagás,Misión Tacaagle,34042040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,149.0
1574,FORMOSA,Pilagás,Tres Lagunas,34042060,23.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,120.0
1575,FORMOSA,Pilagás,Laguna Gallo,34042030,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,6.0
1576,FORMOSA,Pilagás,Portón Negro,34042050,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
1577,FORMOSA,Pilcomayo,Clorinda,34049010,1.17,24.0,0.0,2.53,20.0,1.0,0.0,83.0,3.83
1578,FORMOSA,Pilcomayo,Laguna Blanca,34049020,40.0,0.0,0.0,315.0,1.0,0.0,0.0,630.0,986.0
1579,FORMOSA,Pilcomayo,Laguna Naick-Neck,34049030,109.0,0.0,0.0,0.0,0.0,2.0,0.0,363.0,474.0
1580,FORMOSA,Pilcomayo,Palma Sola,34049040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0
1581,FORMOSA,Pilcomayo,Riacho He-He,34049060,0.0,0.0,0.0,1.0,0.0,0.0,0.0,414.0,415.0
1582,FORMOSA,Pilcomayo,Siete Palmas,34049080,16.0,0.0,0.0,1.0,0.0,0.0,0.0,82.0,99.0
1583,FORMOSA,Pilcomayo,Puerto Pilcomayo,34049050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
1584,FORMOSA,Pilcomayo,Riacho Negro,34049070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
1585,FORMOSA,Pirané,Colonia Campo Villafañe,34056010,0.0,0.0,0.0,52.0,0.0,0.0,0.0,145.0,197.0
1586,FORMOSA,Pirané,El Colorado,34056020,1.34,0.0,0.0,160.0,3.0,5.0,0.0,867.0,2.38
1587,FORMOSA,Pirané,Palo Santo,34056030,0.0,173.0,0.0,0.0,0.0,1.0,0.0,291.0,465.0
1588,FORMOSA,Pirané,Pirané,34056040,0.0,0.0,0.0,957.0,101.0,6.0,0.0,464.0,1.53
1589,FORMOSA,Pirané,Villa Kilómetro 213,34056050,0.0,0.0,0.0,0.0,1.0,0.0,0.0,431.0,432.0
1590,FORMOSA,Ramón Lista,El Potrillo,34063010,0.0,0.0,0.0,0.0,2.0,0.0,0.0,20.0,22.0
1591,FORMOSA,Ramón Lista,El Quebracho,34063030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0
1592,FORMOSA,Ramón Lista,General Mosconi,34063020,0.0,0.0,0.0,8.0,4.0,3.0,0.0,33.0,48.0
1593,FORMOSA,Ramón Lista,OTROS,Sin Datos,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0
1594,JUJUY,Cochinoca,Abra Pampa,38007020,0.0,0.0,0.0,0.0,0.0,3.0,0.0,221.0,224.0
1595,JUJUY,Cochinoca,Puesto del Marquéz,38007060,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0
1596,JUJUY,Cochinoca,La Redonda,38007055,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
1597,JUJUY,Doctor Manuel Belgrano,Guerrero,38021010,73.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0
1598,JUJUY,Doctor Manuel Belgrano,Lozano (Ap. Chañi),38021040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,111.0
1599,JUJUY,Doctor Manuel Belgrano,San Salvador de Jujuy (Est. Jujuy),38021060,7.77,39.57,0.0,34.4,36.0,4.0,0.0,140.0,81.92
1600,JUJUY,Doctor Manuel Belgrano,Yala,38021070,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,5.0
1601,JUJUY,Doctor Manuel Belgrano,La Almona,38021020,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0
1602,JUJUY,Doctor Manuel Belgrano,Dr. Manuel Belgrano,38021065,0.0,0.0,0.0,2.0,0.0,3.0,0.0,8.0,13.0
1603,JUJUY,Doctor Manuel Belgrano,León,38021030,0.0,504.0,0.0,0.0,0.0,2.0,0.0,0.0,506.0
1604,JUJUY,El Carmen,El Carmen,38014040,415.0,359.0,0.0,510.0,0.0,2.0,0.0,1.0,1.29
1605,JUJUY,El Carmen,Manantiales,38014060,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
1606,JUJUY,El Carmen,Monterrico,38014070,0.0,1.04,0.0,0.0,0.0,1.0,0.0,10.0,1.05
1607,JUJUY,El Carmen,Pampa Blanca,38014080,66.0,261.0,0.0,0.0,0.0,3.0,0.0,1.0,331.0
1608,JUJUY,El Carmen,Perico,38014090,0.0,1.38,0.0,575.0,0.0,1.0,0.0,12.0,1.97
1609,JUJUY,El Carmen,Puesto Viejo,38014100,0.0,87.0,0.0,0.0,0.0,1.0,0.0,0.0,88.0
1610,JUJUY,El Carmen,Aguas Calientes,38014010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0
1611,JUJUY,Humahuaca,El Aguilar,38028020,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1612,JUJUY,Humahuaca,Hipólito Yrigoyen (Est. Iturbe),38028030,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0
1613,JUJUY,Humahuaca,Humahuaca,38028040,363.0,0.0,0.0,0.0,0.0,12.0,0.0,330.0,705.0
1614,JUJUY,Humahuaca,Tres Cruces,38028050,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0
1615,JUJUY,Humahuaca,Uquía (Est. Senador Pérez),38028060,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8.0
1616,JUJUY,Ledesma,Caimancito,38035030,202.0,0.0,0.0,0.0,0.0,1.0,0.0,38.0,241.0
1617,JUJUY,Ledesma,Calilegua,38035040,0.0,500.0,0.0,0.0,0.0,1.0,0.0,144.0,645.0
1618,JUJUY,Ledesma,Chalicán,38035050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0
1619,JUJUY,Ledesma,Fraile Pintado,38035060,633.0,23.0,0.0,0.0,0.0,1.0,0.0,121.0,778.0
1620,JUJUY,Ledesma,Libertador General San Martín (Est. Ledesma),38035080,60.0,6.07,0.0,1.0,0.0,3.0,0.0,787.0,7.92
1621,JUJUY,Ledesma,Yuto,38035110,0.0,0.0,0.0,0.0,0.0,2.0,0.0,176.0,178.0
1622,JUJUY,OTROS,OTROS,Sin Datos,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,1.08
1623,JUJUY,Palpalá,Carahunco,38042010,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0
1624,JUJUY,Palpalá,Centro Forestal,38042020,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
1625,JUJUY,Palpalá,Palpalá (Est. Gral. Manuel N. Savio),38042040,1.93,1.0,0.0,3.4,0.0,3.0,0.0,1.0,6.33
1626,JUJUY,Palpalá,Rio Blanco,38042010,0.0,53.0,0.0,21.0,0.0,0.0,0.0,0.0,74.0
1627,JUJUY,Rinconada,Liviara,38049020,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0
1628,JUJUY,Rinconada,Loma Blanca,38049025,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
1629,JUJUY,Rinconada,Nuevo Pirquitas,38049030,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,6.0
1630,JUJUY,Rinconada,Coyaguaima,38049007,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0
1631,JUJUY,Rinconada,Orosmayo,38049035,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0
1632,JUJUY,Rinconada,Rinconada,38049040,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0
1633,JUJUY,Rinconada,Lagunillas de Farallón,38049010,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0
1634,JUJUY,San Antonio,Loteo Navea,38056020,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,77.0
1635,JUJUY,San Antonio,San Antonio,38056030,1.0,130.0,0.0,0.0,0.0,1.0,0.0,0.0,132.0
1636,JUJUY,San Antonio,El Ceibal,38056010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1637,JUJUY,San Antonio,Los Alisos,38056017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1638,JUJUY,San Pedro,La Esperanza,38063070,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,16.0
